,Address,Result,zksync_score,zksync_num_transactions,zksync_first_funder,zksync_first_funder_amount,zksync_first_funder_timestamp,ethereum_activity_score,ethereum_activity_num_transactions,ethereum_activity_first_funder,ethereum_activity_first_funder_amount,ethereum_activity_first_funder_timestamp,optimism_score,optimism_num_transactions,optimism_first_funder,optimism_first_funder_amount,optimism_first_funder_timestamp,polygon_score,polygon_num_transactions,polygon_first_funder,polygon_first_funder_amount,polygon_first_funder_timestamp,arbitrum_score,arbitrum_num_transactions,arbitrum_first_funder,arbitrum_first_funder_amount,arbitrum_first_funder_timestamp,aggregate_score,aggregate_num_transactions,aggregate_first_funder,aggregate_first_funder_amount,aggregate_first_funder_timestamp,L2_transactions,total_transactions
10,0x009d82EDEeA43d1076aa2510712dE7f85B2b1C9d,"{'models': {'zksync': {'score': 97, 'num_transactions': 177, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 15, 'first_funder': '0x9696f59e4d72e237be84ffd425dcad154bf96976', 'first_funder_amount': 0.13303971, 'first_funder_timestamp': '2023-09-08 16:17:47+00:00'}, 'optimism': {'score': 1, 'num_transactions': 293, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 309, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 2, 'num_transactions': 185, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 2, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",97,177,,0.0,,0,15,0x9696f59e4d72e237be84ffd425dcad154bf96976,0.13303971,2023-09-08 16:17:47+00:00,1,293,,0.0,,1,309,,0.0,,2,185,,0.0,,2.0,0,,0.0,,964,979
11,0x00a8D6b7F8d765b21eB849297Ee5AB83E266345D,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,,0,,0.0,,0,0
12,0x00A954cC669Db68907ECb690900e8ffD53B9FC07,"{'models': {'zksync': {'score': 99, 'num_transactions': 609, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 1, 'num_transactions': 139, 'first_funder': '0x28c6c06298d514db089934071355e5743bf21d60', 'first_funder_amount': 0.05078, 'first_funder_timestamp': '2023-05-04 05:31:11+00:00'}, 'optimism': {'score': 0, 'num_transactions': 190, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1581, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 253, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,609,,0.0,,1,139,0x28c6c06298d514db089934071355e5743bf21d60,0.05078,2023-05-04 05:31:11+00:00,0,190,,0.0,,0,1581,,0.0,,0,253,,0.0,,0.0,0,,0.0,,2633,2772
13,0x00b36398D806247D7365315a3281Fa1747f988Af,"{'models': {'zksync': {'score': 43, 'num_transactions': 207, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 2, 'num_transactions': 45, 'first_funder': '0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88', 'first_funder_amount': 0.0099, 'first_funder_timestamp': '2024-02-14 05:59:11+00:00'}, 'optimism': {'score': 90, 'num_transactions': 122, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 1895, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 473, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 21, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",43,207,,0.0,,2,45,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0.0099,2024-02-14 05:59:11+00:00,90,122,,0.0,,2,1895,,0.0,,1,473,,0.0,,21.0,0,,0.0,,2697,2742
14,0x00C9366CeD4C11FcCbdA3D0d5b5dd20eDEe8CFb6,"{'models': {'zksync': {'score': 99, 'num_transactions': 174, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 108, 'first_funder': '0x8ffcc8863c590674544b1bbe0d194c2aa5111127', 'first_funder_amount': 0.017332244, 'first_funder_timestamp': '2023-02-27 06:24:11+00:00'}, 'optimism': {'score': 49, 'num_transactions': 289, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 3, 'num_transactions': 1969, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 4, 'num_transactions': 377, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 26, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,174,,0.0,,0,108,0x8ffcc8863c590674544b1bbe0d194c2aa5111127,0.017332244,2023-02-27 06:24:11+00:00,49,289,,0.0,,3,1969,,0.0,,4,377,,0.0,,26.0,0,,0.0,,2809,2917
15,0x00d5cBF97A6e9786A1a270c4B4404C81d59D643B,"{'models': {'zksync': {'score': 99, 'num_transactions': 793, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 89, 'num_transactions': 1985, 'first_funder': '0x59a7f0779829bf51dbb1ecd9db873b6a2cf57f42', 'first_funder_amount': 0.0023, 'first_funder_timestamp': '2021-10-16 23:29:31+00:00'}, 'optimism': {'score': 12, 'num_transactions': 1501, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 23, 'num_transactions': 1882, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 6, 'num_transactions': 1577, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 5, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,793,,0.0,,89,1985,0x59a7f0779829bf51dbb1ecd9db873b6a2cf57f42,0.0023,2021-10-16 23:29:31+00:00,12,1501,,0.0,,23,1882,,0.0,,6,1577,,0.0,,5.0,0,,0.0,,5753,7738
16,0x00D93262c00311349B21B8982E277F43338F7302,"{'models': {'zksync': {'score': 99, 'num_transactions': 1236, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 334, 'first_funder': '0x91a0a3043f68986043d7083c4d85b558b21f0a7b', 'first_funder_amount': 0.02817444, 'first_funder_timestamp': '2022-06-29 07:42:23+00:00'}, 'optimism': {'score': 32, 'num_transactions': 1303, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1670, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 12, 'num_transactions': 1897, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 3, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,1236,,0.0,,0,334,0x91a0a3043f68986043d7083c4d85b558b21f0a7b,0.02817444,2022-06-29 07:42:23+00:00,32,1303,,0.0,,0,1670,,0.0,,12,1897,,0.0,,3.0,0,,0.0,,6106,6440
17,0x00DDEF650C58176506f692cC4424772bBa64C639,"{'models': {'zksync': {'score': 99, 'num_transactions': 1286, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 8, 'num_transactions': 932, 'first_funder': '0x28c6c06298d514db089934071355e5743bf21d60', 'first_funder_amount': 0.055, 'first_funder_timestamp': '2021-10-01 21:20:27+00:00'}, 'optimism': {'score': 1, 'num_transactions': 608, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1730, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 1992, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,1286,,0.0,,8,932,0x28c6c06298d514db089934071355e5743bf21d60,0.055,2021-10-01 21:20:27+00:00,1,608,,0.0,,0,1730,,0.0,,1,1992,,0.0,,1.0,0,,0.0,,5616,6548
18,0x00e39d13c854120a68Fc221e7e3A628B8061BCDd,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 5, 'num_transactions': 11, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,5,11,,0.0,,,0,,0.0,,11,11
19,0x00f69485ab728113BdF6fc92C57C29E6D1cF94F3,"{'models': {'zksync': {'score': 97, 'num_transactions': 860, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 3, 'num_transactions': 365, 'first_funder': '0x7d1edf526cd2c98de485422cc372526e9d5551f3', 'first_funder_amount': 0.002, 'first_funder_timestamp': '2021-12-20 13:49:32+00:00'}, 'optimism': {'score': 60, 'num_transactions': 232, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 1020, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 5, 'num_transactions': 1099, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 46, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",97,860,,0.0,,3,365,0x7d1edf526cd2c98de485422cc372526e9d5551f3,0.002,2021-12-20 13:49:32+00:00,60,232,,0.0,,2,1020,,0.0,,5,1099,,0.0,,46.0,0,,0.0,,3211,3576
20,0x0136B00bE94eD8Ea798F40e37135596337305461,"{'models': {'zksync': {'score': 99, 'num_transactions': 1259, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 18, 'num_transactions': 1439, 'first_funder': '0x8f607afc8a37b0df8dca6fc9d49eb4dc9789071e', 'first_funder_amount': 0.45810873, 'first_funder_timestamp': '2022-04-13 00:38:28+00:00'}, 'optimism': {'score': 23, 'num_transactions': 1758, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 1, 'num_transactions': 1947, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 4, 'num_transactions': 1880, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 3, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",99,1259,,0.0,,18,1439,0x8f607afc8a37b0df8dca6fc9d49eb4dc9789071e,0.45810873,2022-04-13 00:38:28+00:00,23,1758,,0.0,,1,1947,,0.0,,4,1880,,0.0,,3.0,0,,0.0,,6844,8283
21,0x013e60773297feB406866c463453E2ABCf3D9861,"{'models': {'zksync': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'optimism': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 0, 'num_transactions': 1, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 0, 'num_transactions': 4, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 0, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",0,0,,0.0,,0,0,,0.0,,0,0,,0.0,,0,1,,0.0,,0,4,,0.0,,,0,,0.0,,5,5
22,0x014b19d30c5D11f22a9646c97bB3636b8c51AaBb,"{'models': {'zksync': {'score': 96, 'num_transactions': 565, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'ethereum_activity': {'score': 3, 'num_transactions': 129, 'first_funder': '0x21a31ee1afc51d94c2efccaa2092ad1028285549', 'first_funder_amount': 0.02632991, 'first_funder_timestamp': '2022-06-02 09:33:55+00:00'}, 'optimism': {'score': 0, 'num_transactions': 374, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'polygon': {'score': 2, 'num_transactions': 1273, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'arbitrum': {'score': 1, 'num_transactions': 746, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}, 'aggregate': {'score': 1, 'num_transactions': 0, 'first_funder': '', 'first_funder_amount': 0.0, 'first_funder_timestamp': ''}}}",96,565,,0.0,,3,129,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0.02632991,2022-06-02 09:33:55+00:00,0,374,,0.0,,2,1273,,0.0,,1,746,,0.0,,1.0,0,,0.0,,2958,3087
